2015-04-23,GOZO,99476959,185000,HOUSE,
2015-04-23,GOZO,79470419,293000,HOUSE,
2015-04-23,GOZO,99492695,145000,MAISONETTE,
2015-04-23,MARSASCALA,21632919,85000,APARTMENT,
2015-04-23,QAWRA,99056212,140000,APARTMENT,
2015-04-23,QAWRA,99220023,75500,APARTMENT,
2015-04-23,SIĠĠIEWI,99826148,120000,MAISONETTE,
2015-04-23,SAN PAWL,99220023,250000,APARTMENT,
2015-04-23,ST VENERA,99220023,94000,PENTHOUSE,
2015-04-23,ST VENERA,99220023,110000,GARAGE,
2015-04-23,TA' XBIEX,99252868,850000,VILLA,
2015-04-23,TARXIEN,99220023,75000,APARTMENT,
2015-04-23,ST JULIANS,79431977,20500,MAISONETTE,
2015-04-23,TAL-IBRAĠ,99497924,1600000,BUNGALOW,
2015-04-23,ĦAŻ-ŻEBBUĠ,99475444,950000,FARMHOUSE,1200
2015-04-22,,79278517,450000,VILLA,
2015-04-22,BALZAN,21632918,147000,APARTMENT,
2015-04-22,BALZAN,99509048,150000,FLAT,
2015-04-22,BIRKIRKARA,79884466,,APARTMENT,
2015-04-22,BIRKIRKARA,21385451,108000,PENTHOUSE,
2015-04-22,COSPICUA,79008287,275000,TOWNHOUSE,
2015-04-22,BIRKIRKARA,99471938,,HOUSE,
2015-04-22,GOZO,79679111,,APARTMENT,
2015-04-22,GOZO,79287992,80000,APARTMENT,
2015-04-22,GOZO,99422146,165000,PENTHOUSE,
2015-04-22,GOZO,99422146,260000,HOUSE,
2015-04-22,KAPPARA,99294188,650000,VILLA,
2015-04-22,MARSASCALA,21636800,125000,APARTMENT,
2015-04-22,MARSASCALA,21632919,175000,APARTMENT,
2015-04-22,MĠARR,99471938,,MAISONETTE,
2015-04-22,MTARFA,99471938,,HOUSE,
2015-04-22,NAXXAR,99473065,875000,HOUSE,
2015-04-22,SAN PAWL,79008286,255000,GARAGE,
2015-04-22,SANTA LUĊIJA,79405038,250000,HOUSE,
2015-04-22,SIĠĠIEWI,23880059,,MAISONETTE,
2015-04-22,SLIEMA,79446072,220000,APARTMENT,175
2015-04-22,SLIEMA,99252868,360000,PENTHOUSE,
2015-04-22,SAN PAWL,23880030,194250,PENTHOUSE,
2015-04-22,ST VENERA,21632918,95000,MAISONETTE,
2015-04-22,ST VENERA,79253429,90000,APARTMENT,
2015-04-22,TA' XBIEX,79446072,850000,APARTMENT,270
2015-04-22,ST JULIANS,99473904,510000,VILLA,
2015-04-22,VALLETTA,79008287,295000,APARTMENT,
2015-04-22,VALLETTA,23880026,390000,APARTMENT,
2015-04-22,VALLETTA,23880026,710000,TOWNHOUSE,
2015-04-22,VALLETTA,99951115,,SHOP,
2015-04-22,ŻABBAR,79092280,2e+05,MAISONETTE,
2015-04-22,ĦAŻ-ŻEBBUĠ,99475444,950000,FARMHOUSE,1200
2015-04-22,ĦAŻ-ŻEBBUĠ,99862850,175000,HOUSE,
2015-04-21,BALZAN,21632918,152000,APARTMENT,
2015-04-21,GOZO,79470419,90500,APARTMENT,
2015-04-21,GOZO,99476959,80000,HOUSE,
2015-04-21,GOZO,99492695,90000,FARMHOUSE,
2015-04-21,MARSASCALA,21632919,85000,APARTMENT,
2015-04-21,QAWRA,99220023,75500,APARTMENT,
2015-04-21,SAN PAWL,99220023,250000,APARTMENT,
2015-04-21,ST VENERA,99220023,94000,PENTHOUSE,
2015-04-21,ST VENERA,99220023,110000,MAISONETTE,
2015-04-21,TARXIEN,99220023,75000,APARTMENT,
2015-04-20,GOZO,99422146,105000,APARTMENT,
2015-04-20,GOZO,99423775,70000,APARTMENT,
2015-04-20,GOZO,99422146,220000,BUNGALOW,
2015-04-20,NAXXAR,99473065,875000,HOUSE,
2015-04-20,SLIEMA,99868012,550000,APARTMENT,
2015-04-19,,99422256,163000,APARTMENT,150
2015-04-19,,79478478,163000,APARTMENT,
2015-04-19,,79478478,135000,MAISONETTE,
2015-04-19,,79049464,130000,MAISONETTE,130
2015-04-19,,79005544,220000,APARTMENT,
2015-04-19,,79475593,,BUNGALOW,328
2015-04-19,,99444456,265000,HOUSE,
2015-04-19,,79294648,,APARTMENT,
2015-04-19,,99453678,350000,HOUSE,
2015-04-19,,79278517,320000,PENTHOUSE,300
2015-04-19,,79283504,275000,MAISONETTE,
2015-04-19,,79456423,140000,MAISONETTE,
2015-04-19,,99578736,140000,APARTMENT,
2015-04-19,,79456423,210000,PENTHOUSE,200
2015-04-19,,99835960,215000,PENTHOUSE,
2015-04-19,,79478478,128150,MAISONETTE,
2015-04-19,,79473138,450000,VILLA,
2015-04-19,,99536947,645000,VILLA,
2015-04-19,,79747721,5e+05,VILLA,
2015-04-19,,79211403,,HOUSE,
2015-04-19,,79493537,,PENTHOUSE,
2015-04-19,,79429711,650000,VILLA,
2015-04-19,,99404303,650000,VILLA,360
2015-04-19,,79537114,106000,APARTMENT,
2015-04-19,,79537114,207000,MAISONETTE,
2015-04-19,,79990501,275000,MAISONETTE,
2015-04-19,BAĦRIJA,79707879,165000,PENTHOUSE,
2015-04-19,BAĦRIJA,79445991,121000,APARTMENT,
2015-04-19,BALZAN,79277963,140000,APARTMENT,
2015-04-19,BALZAN,79900738,248000,APARTMENT,145
2015-04-19,BALZAN,79049464,150000,APARTMENT,150
2015-04-19,BALZAN,99473268,370000,TOWNHOUSE,
2015-04-19,BALZAN,79584801,175000,APARTMENT,
2015-04-19,BALZAN,79584801,155000,APARTMENT,
2015-04-19,BALZAN,99495041,222000,MAISONETTE,
2015-04-19,BALZAN,79470510,152000,APARTMENT,
2015-04-19,BALZAN,79283504,198000,MAISONETTE,
2015-04-19,BALZAN,99919343,149000,GARAGE,
2015-04-19,BALZAN,99801017,245000,MAISONETTE,200
2015-04-19,BALZAN,79212191,,PENTHOUSE,
2015-04-19,BALZAN,79212191,,APARTMENT,
2015-04-19,BALZAN,99883854,177000,PENTHOUSE,
2015-04-19,BALZAN,79440132,145000,APARTMENT,
2015-04-19,BALZAN,79002400,2750000,SITE,
2015-04-19,BALZAN,79063476,38000,GARAGE,
2015-04-19,BALZAN,99509048,168000,PENTHOUSE,
2015-04-19,BALZAN,99453678,127000,PENTHOUSE,
2015-04-19,ST PAUL'S BAY,99495041,225000,PENTHOUSE,160
2015-04-19,ST PAUL'S BAY,99422256,143000,APARTMENT,
2015-04-19,ST PAUL'S BAY,79818181,235000,PENTHOUSE,60
2015-04-19,BIRKIRKARA,79455666,,MAISONETTE,
2015-04-19,BIRKIRKARA,99424842,120000,APARTMENT,
2015-04-19,BIRKIRKARA,79486346,245000,MAISONETTE,
2015-04-19,BIRKIRKARA,77114545,,APARTMENT,
2015-04-19,BIRKIRKARA,99946417,98000,MAISONETTE,
2015-04-19,BIRKIRKARA,99447922,177000,MAISONETTE,230
2015-04-19,BIRKIRKARA,79272465,1e+05,APARTMENT,
2015-04-19,BIRKIRKARA,79900738,138000,MAISONETTE,
2015-04-19,BIRKIRKARA,99883854,127000,GARAGE,
2015-04-19,BIRKIRKARA,79328754,128000,HOUSE,
2015-04-19,BIRKIRKARA,79450155,129000,MAISONETTE,
2015-04-19,BIRKIRKARA,79231275,112000,MAISONETTE,
2015-04-19,BIRKIRKARA,79496097,315000,HOUSE,
2015-04-19,BIRKIRKARA,99137275,65000,APARTMENT,
2015-04-19,BIRKIRKARA,99022280,185000,MAISONETTE,
2015-04-19,BIRKIRKARA,99100989,98000,FLAT,
2015-04-19,BIRKIRKARA,79272465,112000,MAISONETTE,
2015-04-19,BIRKIRKARA,21385451,108000,PENTHOUSE,
2015-04-19,BIRKIRKARA,99670019,70000,TOWNHOUSE,
2015-04-19,BIRŻEBBUĠA,79652339,85000,APARTMENT,
2015-04-19,BIRŻEBBUĠA,79231275,95000,APARTMENT,
2015-04-19,BIRŻEBBUĠA,79262048,93000,MAISONETTE,
2015-04-19,BIRŻEBBUĠA,79272465,210000,HOUSE,
2015-04-19,BIRŻEBBUĠA,79272465,150000,HOUSE,
2015-04-19,BUĠIBBA,99884893,115000,APARTMENT,
2015-04-19,BUĠIBBA,99249188,95000,APARTMENT,
2015-04-19,BUĠIBBA,99471810,114000,FLAT,
2015-04-19,BUĠIBBA,99446627,,FLAT,
2015-04-19,BUĠIBBA,99703135,110000,APARTMENT,
2015-04-19,COSPICUA,99487001,280000,HOTEL,
2015-04-19,COSPICUA,79008287,275000,TOWNHOUSE,
2015-04-19,COSPICUA,99373635,75000,MAISONETTE,
2015-04-19,DINGLI,99476949,370000,FARMHOUSE,
2015-04-19,DINGLI,79847353,,PENTHOUSE,260
2015-04-19,DINGLI,99160750,146000,MAISONETTE,
2015-04-19,DINGLI,79652339,180000,HOUSE,
2015-04-19,FGURA,79470510,256500,SHOP,
2015-04-19,FGURA,79049464,90000,APARTMENT,
2015-04-19,FGURA,99020929,125000,APARTMENT,
2015-04-19,FGURA,99447922,115000,APARTMENT,200
2015-04-19,FGURA,99555508,90000,APARTMENT,
2015-04-19,FGURA,99895393,115000,APARTMENT,
2015-04-19,FGURA,79724797,90000,APARTMENT,
2015-04-19,FGURA,79801965,150000,MAISONETTE,
2015-04-19,FGURA,99727242,130000,MAISONETTE,
2015-04-19,FGURA,79262048,105000,APARTMENT,
2015-04-19,FGURA,79867766,168000,PENTHOUSE,163
2015-04-19,FGURA,99437612,129000,PENTHOUSE,
2015-04-19,FGURA,79925513,63000,APARTMENT,
2015-04-19,FGURA,79707879,2e+05,HOUSE,
2015-04-19,BIRKIRKARA,99999982,127000,APARTMENT,
2015-04-19,BIRKIRKARA,99421969,185000,PENTHOUSE,
2015-04-19,,79310238,518000,APARTMENT,
2015-04-19,GĦARGUR,79049464,180000,APARTMENT,155
2015-04-19,GĦARGUR,99873162,173000,HOUSE,
2015-04-19,GĦARGUR,79373415,150000,APARTMENT,
2015-04-19,GĦARGUR,99493677,164000,APARTMENT,
2015-04-19,GĦARGUR,79885330,2e+05,PENTHOUSE,
2015-04-19,GĦARGUR,79963357,195000,APARTMENT,
2015-04-19,GĦAXAQ,99426479,995000,FARMHOUSE,
2015-04-19,GĦAXAQ,99501830,97000,PENTHOUSE,
2015-04-19,GOZO,79490827,258000,HOUSE,
2015-04-19,GOZO,99847320,,PLOT,
2015-04-19,GOZO,99423775,70000,APARTMENT,
2015-04-19,GOZO,99497322,80000,APARTMENT,
2015-04-19,GOZO,79287992,80000,APARTMENT,
2015-04-19,GOZO,79221227,170000,APARTMENT,
2015-04-19,GOZO,79221227,205000,PLOT,
2015-04-19,GOZO,99422146,450000,FARMHOUSE,
2015-04-19,GOZO,79272465,110000,APARTMENT,
2015-04-19,GOZO,79490827,155000,MAISONETTE,
2015-04-19,GOZO,79911234,189000,APARTMENT,
2015-04-19,GOZO,79490827,110000,APARTMENT,
2015-04-19,GOZO,99829745,174000,APARTMENT,
2015-04-19,GOZO,99829745,580000,HOUSE,
2015-04-19,GOZO,99961008,72000,APARTMENT,
2015-04-19,GOZO,99459426,245000,PENTHOUSE,
2015-04-19,GOZO,79264305,86000,APARTMENT,
2015-04-19,GOZO,99429158,123000,APARTMENT,
2015-04-19,GOZO,99491115,375000,HOUSE,
2015-04-19,GOZO,99422146,250000,MAISONETTE,
2015-04-19,GOZO,99429340,,PLOT,
2015-04-19,GOZO,79264305,180000,HOUSE,
2015-04-19,GOZO,99429158,190000,FARMHOUSE,
2015-04-19,GOZO,99459426,77000,MAISONETTE,
2015-04-19,GOZO,99887720,350000,APARTMENT,
2015-04-19,GOZO,99287784,149500,APARTMENT,
2015-04-19,GOZO,99054096,360000,APARTMENT,
2015-04-19,GOZO,79679111,169000,APARTMENT,
2015-04-19,GOZO,21239506,,LAND,13500
2015-04-19,GOZO,99228085,218000,APARTMENT,13200
2015-04-19,GOZO,79261021,255000,TOWNHOUSE,
2015-04-19,GOZO,79205520,85000,APARTMENT,
2015-04-19,GOZO,99459394,60000,APARTMENT,
2015-04-19,GOZO,99455029,,MAISONETTE,
2015-04-19,GOZO,99470222,195000,APARTMENT,
2015-04-19,GUARDAMANGIA,99170000,101000,APARTMENT,
2015-04-19,GUARDAMANGIA,99999982,115000,APARTMENT,
2015-04-19,GUARDAMANGIA,79592925,210000,APARTMENT,
2015-04-19,GUDJA,79262048,105000,APARTMENT,
2015-04-19,GUDJA,79925513,87500,APARTMENT,
2015-04-19,GUDJA,99497468,295000,HOUSE,
2015-04-19,GŻIRA,79979960,218000,PENTHOUSE,
2015-04-19,GŻIRA,99426955,129000,APARTMENT,
2015-04-19,GŻIRA,77253502,196000,APARTMENT,
2015-04-19,GŻIRA,77114545,,APARTMENT,123
2015-04-19,GŻIRA,99490068,230000,PENTHOUSE,220
2015-04-19,GŻIRA,79428990,245000,APARTMENT,
2015-04-19,ĦAMRUN,79802750,180000,HOUSE,
2015-04-19,ĦAMRUN,99322845,120000,GARAGE,
2015-04-19,ĦAMRUN,99835960,95700,APARTMENT,
2015-04-19,IKLIN,79456423,170000,APARTMENT,
2015-04-19,IKLIN,79809009,55000,GARAGE,
2015-04-19,KALKARA,99437612,264750,HOUSE,
2015-04-19,KALKARA,79652339,185000,HOUSE,
2015-04-19,KAPPARA,99473268,,APARTMENT,25
2015-04-19,KAPPARA,99294188,650000,VILLA,
2015-04-19,KAPPARA,79701937,485000,VILLA,
2015-04-19,KAPPARA,79475593,485000,VILLA,
2015-04-19,KIRKOP,99848380,328000,HOUSE,
2015-04-19,KIRKOP,99919343,114000,MAISONETTE,
2015-04-19,KIRKOP,99883480,99000,PENTHOUSE,
2015-04-19,LIJA,99426955,275000,HOUSE,
2015-04-19,LIJA,79005544,475000,VILLA,
2015-04-19,LIJA,79203141,,HOUSE,
2015-04-19,LIJA,79334118,,HOUSE,
2015-04-19,LIJA,99670019,189000,MAISONETTE,
2015-04-19,LIJA,79283504,172000,APARTMENT,
2015-04-19,LIJA,79475593,7e+05,PALAZZO,
2015-04-19,LIJA,99498243,,SITE,1800
2015-04-19,LUQA,99456442,,BUNGALOW,
2015-04-19,LUQA,99475138,320000,TOWNHOUSE,
2015-04-19,MADLIENA,99233055,299500,APARTMENT,145
2015-04-19,MADLIENA,99490068,940000,VILLA,2400
2015-04-19,MADLIENA,79426774,,BUNGALOW,567
2015-04-19,MADLIENA,79818181,262000,APARTMENT,160
2015-04-19,MANIKATA,99447922,,APARTMENT,
2015-04-19,MANIKATA,79294648,730000,VILLA,
2015-04-19,MANIKATA,77427745,310000,HOUSE,
2015-04-19,MARSA,79095068,60000,MAISONETTE,
2015-04-19,MARSA,99993332,,VILLA,
2015-04-19,MARSASCALA,99447922,,MAISONETTE,
2015-04-19,MARSASCALA,79002064,97000,APARTMENT,
2015-04-19,MARSASCALA,77114545,,APARTMENT,
2015-04-19,MARSASCALA,21636800,125000,APARTMENT,
2015-04-19,MARSASCALA,99856553,385000,HOUSE,
2015-04-19,MARSASCALA,99856553,98000,APARTMENT,
2015-04-19,MARSASCALA,99491115,197000,APARTMENT,
2015-04-19,MARSASCALA,99715555,170000,MAISONETTE,
2015-04-19,MARSASCALA,99323741,135500,MAISONETTE,
2015-04-19,MARSASCALA,79724797,75000,APARTMENT,
2015-04-19,MARSASCALA,99501830,225000,MAISONETTE,
2015-04-19,MARSASCALA,79936413,135000,APARTMENT,
2015-04-19,MARSASCALA,79592925,,HOUSE,
2015-04-19,MARSASCALA,99263750,348500,PENTHOUSE,160
2015-04-19,MARSASCALA,99323741,93700,APARTMENT,
2015-04-19,MARSASCALA,79652339,64000,APARTMENT,
2015-04-19,MARSASCALA,99509048,148000,PENTHOUSE,
2015-04-19,MARSASCALA,99999982,198000,MAISONETTE,
2015-04-19,MARSASCALA,99467721,235000,APARTMENT,
2015-04-19,MARSASCALA,99501830,281500,HOUSE,
2015-04-19,MARSASCALA,99715555,123500,APARTMENT,
2015-04-19,MARSASCALA,79523657,150000,PENTHOUSE,
2015-04-19,MARSASCALA,99861713,240000,HOUSE,
2015-04-19,MARSAXLOKK,99715555,220000,MAISONETTE,
2015-04-19,MARSAXLOKK,79659777,118000,APARTMENT,
2015-04-19,MELLIEĦA,79295125,210000,FLAT,
2015-04-19,MELLIEĦA,79295125,234000,MAISONETTE,
2015-04-19,MELLIEĦA,99125070,395000,HOUSE,
2015-04-19,MELLIEĦA,99450827,690000,BUNGALOW,970
2015-04-19,MELLIEĦA,99801702,650000,APARTMENT,
2015-04-19,MELLIEĦA,99072108,117000,APARTMENT,
2015-04-19,MELLIEĦA,99456442,285000,APARTMENT,
2015-04-19,MELLIEĦA,99703135,148000,APARTMENT,
2015-04-19,MELLIEĦA,79521234,365000,HOUSE,
2015-04-19,MELLIEĦA,99497468,180000,MAISONETTE,
2015-04-19,MELLIEĦA,99441016,20000,GARAGE,
2015-04-19,MELLIEĦA,79871787,142000,APARTMENT,50
2015-04-19,MELLIEĦA,79049464,280000,PENTHOUSE,
2015-04-19,MELLIEĦA,99233055,155000,MAISONETTE,145
2015-04-19,MELLIEĦA,99703135,210000,MAISONETTE,
2015-04-19,MELLIEĦA,99407275,240000,MAISONETTE,
2015-04-19,MELLIEĦA,79295125,135000,PENTHOUSE,
2015-04-19,MELLIEĦA,79373415,115000,APARTMENT,
2015-04-19,MELLIEĦA,99424194,120000,PENTHOUSE,
2015-04-19,MELLIEĦA,99451845,198000,APARTMENT,
2015-04-19,MĠARR,99476191,21500,FIELD,912
2015-04-19,MĠARR,99450827,190000,PENTHOUSE,
2015-04-19,MĠARR,99826909,,MAISONETTE,
